"","PROTID","NN1","NN1","NN1","NN2","NN2","NN2","NN3","NN3","NN3","NO1","NO1","NO1","NO2","NO2","NO2","NO3","NO3","NO3","ON1","ON1","ON1","ON2","ON2","ON3","ON3","ON3","OO1","OO1","OO1","OO2","OO2","OO2","OO3","OO3","OO3"
"3511","m.4879",0,0,0,0,0,0,0,0,0,0,2.7414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3512","m.4883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6492,0,0,0,0,0,0,0,0
"3513","m.4884",185.7193,139.3877,217.4414,124.1952,126.6645,122.5521,131.1924,127.681,155.9637,165.3172,203.2216,216.6521,173.8086,152.8731,196.695,166.2731,235.2674,202.6748,157.4945,174.9286,193.7372,187.0557,204.0011,117.9349,150.5636,172.1308,139.4816,150.9711,203.0343,131.4384,166.8678,160.3564,182.4206,146.5875,176.0349
"3514","m.4887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3515","m.4889",0,4.7095,0,3.9494,0,3.6806,0,0,0,4.0623,0,0,8.5419,0,0,0,0,0,0,4.5031,4.5537,0,3.9387,0,0,0,4.4355,4.5342,9.9782,0,4.7478,4.5625,9.392,0,4.7582
"3516","m.4892",4.841,5.2229,0,4.3799,0,4.0818,8.2793,4.2527,4.0654,4.5051,3.9302,11.4608,4.7365,0,4.0663,8.3071,4.03,4.0503,0,4.994,0,7.7341,4.368,0,0,0,4.919,5.0284,5.5329,5.2534,0,0,5.2079,0,5.2769
"3517","m.4894",0,0,0,3.6384,0,3.3908,0,0,0,0,0,0,7.8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5962,0,0,0,0,0,0
"3518","m.4897",76.8494,124.3675,49.2724,110.0879,88.6394,43.1984,65.7152,135.0189,69.9148,143.0331,119.582,126.3438,137.8482,71.6443,69.9308,104.3985,69.3054,64.2968,190.3381,132.13,133.6118,138.1231,132.9022,15.5891,76.7652,42.6617,175.6959,152.9956,161.0272,159.8412,174.1361,174.0347,165.3467,170.9692,188.4788
"3519","m.4900",10.1134,21.8225,9.7264,0,9.332,8.5274,8.6482,8.8843,8.4931,18.8232,8.2106,7.9809,9.895,0,8.495,0,16.8381,16.923,0,0,10.55,0,9.1252,12.3092,0,13.4743,10.2763,10.5049,11.5589,10.9749,10.9999,10.5707,10.8799,10.7998,11.024
"3520","m.4903",4.1105,5.1739,2.6355,3.7189,6.9536,4.0435,2.9291,4.2127,2.3013,3.8252,3.3371,1.6219,12.0652,4.1269,3.4527,1.7634,1.1406,1.7195,5.0904,11.3077,7.1466,13.134,28.4345,13.3412,19.1613,16.4295,2.0883,0.7116,0.783,1.4869,0.7451,1.4321,1.474,0.7316,1.4935
"3521","m.491",49.4253,133.3105,110.9127,104.3405,159.6225,111.1315,84.5289,115.7824,110.6839,99.657,100.3156,130.0118,112.8354,77.9776,76.1126,98.9482,123.4341,82.7044,145.3679,195.4511,163.2704,250.0491,282.4405,70.1824,54.8568,54.8754,184.1448,171.1276,169.4682,169.8453,152.3129,154.9794,177.2366,140.7463,152.6464
"3522","m.4911",351.5881,307.4515,366.6089,418.5501,406.3818,483.6836,348.1201,341.3692,366.7407,430.5136,426.6561,540.3028,383.8273,519.1316,615.5195,390.5687,400.5148,396.3419,384.9865,389.4243,351.3241,538.0538,390.6986,481.977,453.4833,463.498,270.7583,284.4686,253.7929,265.0675,257.6204,263.0408,246.8469,264.7917,274.3211
"3523","m.4917",0,0,0,0,0,0,0,0,0,0,5.4738,0,0,0,0,0,0,0,0,0,0,0,6.0835,0,0,0,0,0,0,0,0,0,0,0,0
"3524","m.4921",116.3684,69.749,49.7402,46.7928,11.9308,21.8043,33.1696,22.7168,21.7165,36.0977,31.4915,20.4069,25.3012,0,0,33.2809,10.7636,0,12.0091,53.3537,53.9521,30.9854,34.9993,0,17.2209,17.2267,13.1381,40.2908,44.3334,28.0624,42.1894,54.0575,27.8194,55.2296,28.1879
"3525","m.4923",45.398,69.9704,43.6609,70.4121,83.7807,76.5572,94.2788,85.4584,103.4807,72.4247,89.5091,61.4151,95.1809,111.6216,174.3232,50.0799,64.7866,43.4089,84.3304,107.0462,101.4814,119.1546,99.4795,110.5094,181.3933,164.1732,65.8989,67.3645,59.2989,63.3408,56.4311,61.0078,62.7924,62.3305,77.7627
"3526","m.4926",0,0,0,11.6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6381,0,0,0,0,0,0,0,0,0,0,0
"3527","m.4932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1277,0,0,4.4849,0,0,0,0,0,0,0,0,0,0,0,0
"3528","m.4935",0,0,0,0,0,0,0,0,0,8.4873,0,0,0,0,0,7.825,0,0,0,0,0,0,0,11.1003,0,0,0,0,0,0,0,0,0,0,0
"3529","m.4936",0,12.6671,0,0,0,0,0,0,0,10.9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3530","m.494",0,5.5102,4.9118,4.6208,4.7127,8.6127,30.5713,22.4328,25.734,9.5057,8.2928,16.1215,9.994,4.3951,8.58,26.2919,25.5097,21.3653,14.2308,15.806,15.9833,20.3987,23.0412,12.4323,6.8022,13.6091,20.7581,21.2198,23.3489,22.1693,22.2198,21.3527,21.9773,16.3618,27.8355
"3531","m.4941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3532","m.4942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1832,0,0,0,0,0,0,0,0,0,0
"3533","m.4943",85.2529,74.9451,94.1374,102.843,93.2335,53.2469,145.8025,124.8195,164.4007,88.1522,117.9186,119.6028,114.3053,116.8404,127.3071,89.4007,113.026,113.596,143.7005,153.0931,144.9286,100.8902,122.5065,188.31,214.4759,210.3414,115.5012,134.4687,129.9169,116.5001,123.6339,125.4101,132.4755,107.8982,130.7882
"3534","m.4946",6.3444,6.8449,6.1017,5.7401,5.8542,0,5.4252,5.5734,5.328,11.8084,5.1508,0,6.2074,5.4598,5.3292,5.4435,5.2815,5.3081,5.8927,0,0,5.068,5.7245,0,8.45,8.4529,0,0,0,6.8849,6.9005,0,0,0,0
"3535","m.4953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9091,0,10.021,0,9.5364,0,9.4323,9.363,0
"3536","m.4958",0,0,8.8902,0,0,0,7.9047,0,0,8.6025,0,7.2948,9.0443,0,0,7.9312,0,0,8.5857,0,0,7.3842,8.3407,11.251,0,0,9.3928,9.6017,21.1303,10.0313,10.0542,19.3237,9.9445,9.8713,10.0762
"3537","m.4960",34.0485,34.1106,37.4236,44.0075,51.6149,38.9622,45.7529,57.6844,53.1019,63.3716,41.4638,40.3037,61.8676,50.2297,46.9855,33.3866,36.4424,40.6958,45.177,57.7046,55.8148,33.0265,68.0264,68.0817,74.5008,81.0065,39.5393,35.3664,52.8131,36.9488,39.6781,45.7558,41.8616,33.7624,37.114
"3538","m.4968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5929,0,0,0,0,0,2.4141,0,0,0,0,0,3.139,0,0,0,0,0,0,0
"3539","m.4969",0,3.4172,0,2.8656,0,2.6706,5.4168,2.7824,2.6598,0,0,0,0,0,0,2.7175,5.2733,2.65,2.9418,0,0,2.5301,2.8578,0,0,0,3.2183,0,10.86,6.8742,3.4449,3.3105,3.4073,6.7646,3.4525
"3540","m.4974",49.1085,52.9824,47.2293,44.4307,36.2513,41.4072,41.9935,77.6521,49.4885,18.2803,15.9476,15.5014,38.4384,42.2606,24.7499,42.1345,40.8809,16.4348,54.7337,40.5283,30.7371,23.537,26.586,95.6331,52.325,78.514,9.9799,30.6055,11.2255,21.3166,10.6826,30.7972,31.6981,31.4649,32.1179
"3541","m.4978",255.364,227.5939,293.643,261.1752,286.8578,318.295,360.779,351.1226,405.5904,201.4804,229.8535,315.42,260.7129,343.9645,368.3791,357.2275,485.2391,548.0665,329.9884,263.4341,260.5976,252.767,270.4836,304.0509,325.3249,332.831,293.3215,305.6116,272.8274,331.3343,326.0509,301.7233,316.5215,349.7622,308.6112
"3542","m.498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3543","m.4988",30.0428,0,0,27.1811,9.2405,0,42.8169,17.5944,25.2294,18.6387,24.3905,0,9.798,8.6178,0,0,0,0,9.3011,10.3307,10.4466,23.9985,9.0358,0,0,0,10.1756,0,11.4456,0,10.892,0,10.7732,10.694,0
"3544","m.4990",11.6405,12.5588,0,0,5.3706,4.9075,0,0,0,10.8328,9.4504,0,5.6946,10.0173,9.7777,0,0,0,10.8116,12.0084,12.1431,0,0,7.0839,7.7519,0,5.914,6.0455,0,6.316,0,0,6.2613,0,12.6886
"3545","m.4991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8524,0,0,7.9951,0,8.7518,0,0,0,0,0,0,0,0,0
"3546","m.4994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9249,0,0,0,0,9.0747,0,0,0,0,0,0,0,0,0,0,0
"3547","m.4998",18.8576,13.5635,0,22.7485,29.001,21.2005,5.3752,11.0439,5.2788,23.3987,20.4129,4.9605,30.7507,16.2281,15.8399,16.1797,10.4655,0,0,12.9691,6.5573,0,0,0,0,0,19.1614,13.0584,21.5529,13.6426,13.6737,13.1401,13.5245,6.7125,6.8518
"3548","m.50",10.3701,0,0,4.6912,4.7844,8.7438,0,0,4.3543,19.301,0,0,5.0731,8.9241,4.3553,4.4487,0,0,0,0,5.4089,0,4.6784,12.6216,6.9058,6.9082,0,0,0,0,0,0,0,0,0
"3549","m.500",17.9992,19.4191,17.3105,16.2847,0,0,7.6957,7.9058,15.1154,0,7.3064,0,0,0,0,0,0,0,16.7175,37.1361,37.5526,7.189,16.2405,10.9536,0,0,0,0,0,0,0,0,0,0,0
"3550","m.5003",0,4.1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3551","m.5005",110.4277,100.8097,114.3715,80.6958,101.8954,89.529,101.6924,89.5448,110.5689,110.6697,106.892,117.308,62.3326,69.4444,78.4862,127.5423,152.0329,145.6927,102.564,100.7731,97.4728,91.6035,103.4698,129.2339,118.7919,113.1733,129.4686,145.583,116.502,129.0519,138.5848,150.934,132.5037,126.9935,115.7402
"3552","m.5012",66.0686,85.349,62.7044,73.1462,97.863,74.0325,69.1338,84.0038,68.624,91.4169,71.9882,69.974,86.7564,77.0546,60.6074,66.3825,52.8286,50.1857,65.4009,92.3701,83.4306,73.6091,86.2819,115.3295,155.1492,136.67,75.0826,74.0436,63.5886,63.206,62.4044,65.4211,72.9461,73.3378,69.1742
"3553","m.5017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3554","m.5020",54.7209,68.8771,35.0846,49.5085,16.8309,30.7596,70.1891,72.1055,68.9304,84.8727,74.0424,64.7738,71.3857,94.1808,99.5889,39.1249,53.1452,61.0437,59.2948,75.2669,76.111,72.8527,74.061,22.2005,36.4406,12.151,101.9373,94.7313,93.8127,118.764,119.0344,85.7922,107.9244,116.8697,129.2364
"3555","m.5022",324.7012,233.5436,351.3109,208.0887,374.5163,365.0411,347.0722,154.5043,249.9551,125.9038,186.7242,266.9117,251.5045,302.709,340.9259,174.1188,371.6647,339.581,201.0525,265.1787,254.0395,216.1456,219.7306,395.1991,378.4032,324.4551,371.172,421.5859,309.2576,381.7227,338.4467,381.8037,378.4177,390.0816,339.1878
"3556","m.5025",95.3889,120.0659,53.5143,57.5352,36.6744,87.1323,54.3791,48.8809,53.4039,66.5772,90.3491,62.7294,62.2194,61.5656,66.7702,68.2022,59.5557,73.1575,29.532,82.0028,41.4613,101.5969,71.7236,29.0248,21.1743,10.5907,56.5397,99.0809,45.426,43.1309,51.8749,49.8507,76.9634,50.9315,51.9885
"3557","m.5026",0,3.5722,0,0,0,2.7918,2.8313,0,0,3.0813,0,2.6129,0,0,0,0,0,0,0,0,0,2.6449,0,0,0,0,0,3.4392,3.7843,3.5931,3.6013,3.4607,0,0,3.6091
"3558","m.5028",58.8326,56.9074,52.6792,45.8867,28.0794,30.7901,41.6349,39.2073,37.4808,49.0862,32.9404,36.8216,45.6528,26.1873,23.8569,48.7371,37.1542,45.8283,43.3376,66.9703,71.954,38.8933,40.2706,51.8527,45.9338,48.6522,57.7188,42.1446,57.9666,55.0379,50.7502,48.7699,52.379,54.1601,55.2841
"3559","m.5030",175.7344,221.1968,274.6409,132.4958,175.6692,185.2191,68.8754,77.1883,86.0875,156.7255,118.8925,156.0142,128.9547,176.4342,202.967,87.9539,121.9102,122.525,88.4109,83.0903,68.7455,46.7928,52.8544,151.5048,146.2849,165.8455,52.0814,83.6624,83.688,79.4598,71.6767,76.5331,78.7718,70.3731,87.7966
"3560","m.5036",6.2474,13.4805,12.0168,16.957,5.7647,10.5354,10.6846,5.4882,0,11.6278,5.072,14.7903,12.2251,10.7525,5.2477,5.3602,5.2008,10.454,5.8025,6.4449,13.0343,4.9905,11.274,15.2077,16.6416,16.6472,12.6961,0,14.2807,0,6.795,0,13.4418,6.6715,6.8099
"3561","m.5038",0,0,0,0,0,0,1.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6449,1.8231,0,0,0,0,0,0,0,0,0
"3562","m.504",0,2.1566,0,1.8085,1.8445,1.6855,1.7093,1.756,0,5.5807,1.6228,0,3.9115,0,0,1.7151,0,0,1.8566,2.0621,0,6.3871,3.6072,2.4329,7.987,2.6632,0,0,2.2846,0,2.1741,2.0893,0,0,2.1789
"3563","m.5042",3.0265,0,0,5.4765,8.3781,0,2.588,10.6348,10.1665,8.4495,9.8284,2.3884,5.9224,0,0,12.9837,5.039,5.0644,11.244,3.1222,0,0,0,14.7346,16.1238,4.0323,3.0753,3.1437,0,3.2843,3.2918,3.1634,3.2559,3.232,3.299
"3564","m.5045",0,0,0,10.8089,0,0,0,0,0,0,0,0,11.6889,10.2809,30.1052,0,0,0,0,12.3244,0,9.5433,10.7795,0,0,0,12.1393,12.4093,13.6544,12.9645,12.994,24.9739,25.7045,25.5154,0
"3565","m.5048",0,0,0,0,0,0,0,0,0,0,4.4826,0,0,0,4.6378,0,0,0,0,5.6959,5.7598,0,4.9819,0,0,0,5.6103,5.7351,0,5.9917,6.0053,5.771,5.9398,5.8961,6.0185
"3566","m.5056",15.2078,16.4075,4.8753,128.4191,177.7481,149.6,0,0,0,37.7399,28.8086,16.0015,128.9547,148.3211,178.8381,0,0,0,14.1248,10.4589,10.5762,0,0,61.6988,40.5097,54.0311,10.3018,10.5309,17.3814,11.0021,11.0272,15.8953,10.9069,10.8266,11.0513
"3567","m.5058",0,0,0,4.0181,4.098,0,0,0,0,4.1329,0,0,0,0,0,0,0,0,0,0,0,3.5476,0,0,0,5.917,0,0,0,0,0,0,0,0,0
"3568","m.506",31.7551,57.1002,40.72,47.8839,39.0687,35.7003,72.4116,74.3887,53.3347,78.8041,68.7482,66.8247,62.1388,45.5451,26.6735,63.5729,44.0582,61.9926,68.8188,54.5977,44.1681,42.2772,57.3045,12.8832,0,14.1027,86.0441,87.9578,84.6853,80.4067,80.5898,77.4451,91.0978,90.4277,92.3043
"3569","m.5061",125.1586,108.8966,166.964,87.6672,93.1356,81.7014,145.0021,117.0409,115.2775,67.6298,95.0553,114.6982,59.2529,93.8085,71.2171,114.3128,164.6872,182.4073,112.4961,95.7942,75.8102,70.9521,80.1433,98.2791,139.8091,134.4772,57.4336,62.9046,46.1442,61.3379,65.8689,67.5185,65.1502,60.3596,61.6122
"3570","m.5062",88.5655,76.4417,73.8197,42.7357,21.7927,19.9137,85.8318,31.1207,59.5006,71.4304,47.935,46.5938,28.8844,15.2431,24.7976,55.7247,34.4062,34.5797,131.6139,103.5464,110.8669,51.8812,74.5842,129.3534,165.1413,165.1971,17.9984,24.5316,47.2378,25.6292,19.2657,18.5139,25.4073,18.9153,25.7438
"3571","m.5064",29.8671,51.5571,34.4691,48.6399,38.5832,35.2566,30.6479,36.7321,25.0819,22.2357,9.6991,9.4278,46.7555,56.5452,65.2278,41.0011,29.8359,29.9864,11.0961,24.6488,31.1566,23.8582,26.9488,21.8111,23.8675,7.9585,54.6267,55.8416,47.7902,45.3757,58.4731,56.1914,51.409,57.4097,45.5786
"3572","m.5066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3573","m.5075",0,0,0,0,10.1348,0,0,0,0,10.2212,8.9169,0,10.7462,9.4518,0,0,0,0,0,0,0,0,9.9102,0,0,0,0,0,0,0,0,0,0,11.7289,0
"3574","m.5076",12.9415,9.9732,3.5561,15.0542,15.3535,3.1177,14.2284,16.241,9.3155,17.205,6.0038,8.7537,16.2798,14.3189,10.8705,15.8624,10.7733,10.8277,10.3028,24.7938,21.2147,14.7683,20.0177,18.0015,22.1612,14.7791,18.7856,24.9645,21.1303,24.0752,26.1409,19.3237,19.889,19.7427,22.1677
"3575","m.508",11.013,23.7635,5.2958,9.964,10.1621,0,9.4174,9.6745,9.2485,15.3732,8.941,4.3454,5.3876,0,0,9.449,4.584,4.6071,15.3431,28.4026,28.7211,30.7906,24.8423,26.8082,14.6679,14.6729,22.3807,28.5981,18.8806,29.8777,29.9458,23.0218,23.6952,23.5209,36.0136
"3576","m.5080",114.5558,144.1913,91.8102,51.822,70.4697,112.6894,48.9793,100.6333,96.2019,124.3742,124.0038,90.4007,74.7214,98.5817,80.1866,65.5251,79.4695,79.8703,124.1312,137.8721,119.5014,76.257,86.1353,0,0,0,116.4008,118.9897,152.7501,145.0327,124.5968,119.7349,82.1583,101.9424,145.6812
"3577","m.5081",51.5887,55.6583,29.7688,28.0048,38.0821,43.4984,35.2915,36.2551,25.9939,57.6105,50.2591,24.4265,30.2848,44.395,25.9999,35.41,17.1783,8.6324,19.166,31.9314,21.5264,32.9677,46.5479,25.1158,13.7419,27.4931,31.4517,64.3025,35.3772,33.5898,56.1105,43.1368,77.6977,77.1261,56.2334
"3578","m.5086",0,0,0,0,14.9608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6293,0,0,0,0,0,37.0618,0,0,0,0,0,0
"3579","m.5087",0,0,0,0,0,0,0,0,0,11.8822,0,0,12.4925,0,0,0,0,0,5.9295,0,0,5.0997,0,7.7702,0,0,0,6.6312,7.2965,6.9279,6.9437,6.6727,6.8679,0,6.9589
"3580","m.509",0,0,0,0,0,0,0,0,0,0,0,5.3738,0,0,0,0,0,0,0,0,0,5.4397,0,0,0,0,0,0,7.783,0,0,0,0,7.2719,0
"3581","m.5096",1.4571,3.1442,1.4014,0,0,0,2.4921,3.8401,1.2237,4.0681,3.549,3.4497,0,0,0,2.5004,1.213,0,1.3534,6.0128,1.52,1.164,1.3148,0,0,0,7.403,7.5677,6.6616,7.9063,4.7546,4.5691,6.2703,6.2242,7.9417
"3582","m.5097",0,0,0,0,32.3894,5.9194,0,0,0,0,0,0,13.7374,0,0,0,0,0,0,0,0,0,0,34.1782,37.4007,28.06,0,0,0,0,0,0,0,0,0
"3583","m.5098",0,0,0,4.4971,0,4.1911,0,0,0,0,0,3.9225,4.8633,0,0,0,0,4.1587,0,0,0,3.9706,0,0,0,0,5.0506,5.163,0,5.394,5.4063,5.1953,0,5.3079,0
"3584","m.5106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6506,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3866,0,0
"3585","m.5108",618.5709,456.6196,649.6945,419.7373,413.0621,425.4874,549.8305,479.0438,580.9803,302.9718,502.1906,616.5979,390.2037,518.3068,478.564,488.8276,657.2223,755.8721,619.8786,495.3821,526.4094,481.1178,418.597,534.9358,607.0533,596.4143,512.7509,498.7926,400.0019,538.7753,478.0348,518.9307,507.8429,478.0327,487.9534
"3586","m.5109",109.1632,50.4748,44.994,42.3279,43.1694,52.5966,40.006,27.3989,52.3848,43.5377,50.6428,73.8388,45.774,40.2605,52.3968,26.7602,38.9461,39.1425,43.4527,64.3503,48.804,62.2862,28.1419,37.9612,41.5405,83.109,95.0755,48.595,89.1181,84.6156,67.8466,65.1992,67.1064,66.6127,67.9952
"3587","m.5110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3588","m.5113",60.0856,32.4128,0,27.1811,34.6519,31.6643,12.8451,19.7937,6.3074,48.9266,36.5857,5.927,36.7426,19.3902,6.3088,25.7764,6.2524,0,27.9034,61.9845,47.0098,47.997,74.545,18.2828,20.0066,10.0067,53.4217,46.8084,60.0892,40.7524,32.6761,31.4011,40.3995,48.1228,40.9346
"3589","m.5115",26.0481,44.1616,35.7876,26.9336,27.4691,28.2383,41.3663,32.689,34.3745,34.6293,24.1683,29.3651,25.4856,25.6181,21.8797,41.5052,30.9772,21.7934,41.474,34.5487,31.0544,56.4774,20.1453,31.7035,39.6488,29.7466,37.8108,46.3821,42.53,40.3812,56.6624,42.7832,40.0316,43.7108,48.6741
"3590","m.5116",0,6.4446,0,16.2133,11.0238,10.0733,5.108,0,5.0164,5.5589,0,0,17.5333,5.1405,0,5.1251,0,0,0,12.3244,6.2313,4.7716,5.3898,14.5407,7.9558,7.9585,6.0696,6.2046,6.8272,6.4822,0,6.2435,6.4261,0,0
"3591","m.5120",88.3103,117.5079,87.7621,101.2047,108.6493,94.3176,50.3438,64.6479,39.5528,95.8792,74.0851,62.7204,109.4443,78.5292,74.1784,65.6667,53.911,46.7943,84.7557,130.5783,138.1843,82.3004,106.2418,107.4839,148.983,160.7991,107.6791,103.9588,141.3049,105.4159,115.261,119.9937,114.0035,110.0214,112.3047
"3592","m.5125",5.3479,0,0,0,0,0,4.5731,0,0,9.9537,0,4.2203,5.2325,0,4.4921,0,0,0,0,0,0,8.544,0,0,0,0,0,0,0,0,0,0,0,0,0
"3593","m.5128",38.0329,29.3094,20.9015,4.9157,35.0943,4.5812,23.2305,14.3188,18.2511,25.2812,8.8221,12.8629,10.6319,4.6756,0,32.6318,27.138,31.8207,20.1855,39.2349,34.0071,0,0,26.4517,65.1279,43.4333,27.6039,28.2178,37.259,29.4804,35.4571,34.0735,29.2252,29.0102,23.6898
"3594","m.5142",54.1169,43.7894,52.0461,24.481,12.4839,68.4452,69.4144,71.3097,56.808,75.5423,54.9189,10.6765,66.1854,81.4986,34.0926,34.8238,11.2626,11.3194,75.3947,83.7406,84.6798,54.0364,61.0363,16.4666,0,18.0253,68.7356,70.2643,92.7773,58.7266,73.5754,84.8453,58.2181,86.6848,58.9892
"3595","m.5146",16.2136,17.4926,15.5932,14.6692,14.9608,13.6709,27.729,28.4861,27.2318,45.2654,39.4893,25.5896,31.727,41.8581,40.857,27.8222,40.4916,13.5653,60.236,66.9039,67.6543,38.8547,43.888,39.4676,21.5944,21.6017,49.4241,67.3645,74.1236,52.784,52.9042,50.8398,69.7693,51.9421,70.6934
"3596","m.5147",9.8217,47.6842,9.4459,26.6584,49.8455,12.4221,37.7942,56.0821,37.1164,54.8408,23.9214,15.5014,48.048,29.5824,16.4999,16.8538,20.4405,12.3261,31.928,55.7264,56.3514,39.2284,75.327,53.7936,45.7844,45.7998,59.8793,51.0092,61.74,37.3041,37.389,46.1958,42.2641,31.4649,42.8239
"3597","m.5148",61.165,65.99,70.5894,33.2033,56.4391,41.2584,41.8426,42.9851,51.3653,34.1524,49.6572,48.2679,35.9066,42.1088,41.1017,52.4789,61.1011,71.6441,22.7238,0,12.7611,29.3156,33.1131,0,0,0,37.2901,25.413,27.9628,39.8251,39.9157,38.3582,26.3202,39.1898,40.0031
"3598","m.5149",0,0,0,0,0,0,0,1.0916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3599","m.515",6.7423,7.2742,0,0,0,0,0,5.9229,0,0,0,5.3206,0,0,0,0,0,0,0,0,0,0,6.0835,0,0,0,6.8509,0,0,7.3166,0,0,0,7.1999,7.3493
"3600","m.5150",29.3041,22.5827,12.0783,15.1501,11.5885,3.5298,25.0584,18.3876,14.0623,23.3748,20.392,23.1251,12.2877,14.4102,14.0655,21.5508,20.9096,14.01,11.6645,21.593,17.4681,6.6881,7.5545,30.5712,27.8781,22.31,12.7612,17.3933,19.1385,22.7144,22.7662,17.5022,22.5178,13.4113,18.2528
"3601","m.5159",0,0,0,4.4113,0,0,0,0,0,0,0,0,0,0,4.0955,0,0,0,0,0,0,0,0,0,0,6.496,0,0,0,0,0,0,5.2452,0,0
"3602","m.5161",67.9461,53.7577,56.6333,49.1792,41.7975,38.1937,3.8735,0,0,29.5078,25.7425,14.2984,48.7512,31.1848,41.8535,0,0,0,42.0717,42.056,56.7036,68.7496,53.1327,44.1057,42.2313,42.2455,46.0269,42.3455,36.2401,39.3247,44.341,52.0798,43.8572,48.3718,39.5005
"3603","m.5163",0,0,0,3.9607,5.3859,3.6912,3.7434,3.8456,2.4509,0,0,0,4.2831,2.5115,2.4514,3.756,3.6442,2.4417,0,0,0,2.3313,3.9499,5.3281,7.774,7.7766,0,0,0,0,0,0,0,0,0
"3604","m.5169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0087,0,0,0,0,0,0,0,0,0,0,0,0
"3605","m.5172",0,0,0,0,0,0,0,0,0,17.9354,0,0,9.4283,0,0,16.5358,0,0,0,0,10.0524,0,0,0,0,12.8388,9.7916,0,11.0137,0,0,20.1441,0,0,10.504
"3606","m.5182",249.7447,194.0011,321.8521,72.3058,92.1792,71.5969,98.2381,92.1447,83.8924,69.7243,97.3233,161.6088,78.1926,85.9678,100.694,81.4257,91.4774,104.4758,143.8152,103.0549,114.6318,63.8396,67.6025,115.508,113.0936,106.477,71.0548,67.4469,74.2143,70.4647,81.4906,73.09,69.8546,58.673,70.7798
"3607","m.5185",0,0,0,0,0,0,14.3191,0,0,15.5832,0,0,16.3836,0,0,14.3672,0,0,0,17.2744,0,40.1287,30.218,0,0,0,17.0149,0,38.277,0,0,0,0,0,0
"3608","m.5186",675.3428,765.0483,852.4693,526.9995,638.7411,626.3773,461.998,593.2651,567.1407,455.6471,514.0136,659.5146,454.2724,610.229,538.9072,441.8205,611.3898,642.7248,399.8723,548.6396,545.9866,370.8862,441.7816,585.654,764.5503,719.8197,617.5976,561.1854,472.7679,586.295,550.9032,573.5236,553.9742,522.855,561.3114
"3609","m.5188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3610","m.5189",0,0,0,0,0,0,0,14.1868,0,7.5144,0,0,7.9004,0,0,0,0,0,0,0,0,6.4502,7.2858,0,10.7545,0,8.2048,8.3873,9.2288,8.7626,8.7825,0,8.6867,8.6228,8.8017
"3611","m.519",178.5069,188.3087,141.156,143.5586,146.4128,113.7209,115.3313,132.4191,113.263,155.0451,90.1736,184.6925,151.3653,98.9965,76.6366,108.9116,59.4401,96.2476,121.5831,110.4889,136.5565,88.7246,114.5349,101.3897,89.8161,95.1315,133.0133,148.3327,104.2769,111.9226,107.8629,136.8233,119.4884,114.3734,95.1272
